objectid;cl;nome_completo;area_plane;cod_rp;rp;codra;regiao_adm;cb_imovel;nome;tributacao;tot_imoveis;area_territ;exercicio
1;60400;Rua Camerino;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;2;588;2023
2;62364;Avenida Rodrigues Alves;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;3;4860;2023
3;63867;Rua Sacadura Cabral;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;7;5178;2023
4;63966;Avenida Venezuela;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;3;1778;2023
5;74393;Ladeira João Homem;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;4;9293;2023
6;74401;Beco João Inácio;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;1;475;2023
7;74740;Rua do Jogo da Bola;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;1;110;2023
8;76950;Rua Mato Grosso;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;2;248;2023
9;77578;Ladeira Morro do Valongo;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;3;349;2023
10;79020;Ladeira Pedro Antônio;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;1;367;2023
11;81638;Travessa do Sereno;1;1.1;Centro;1;PORTUARIA               ;1;Saúde                     ;T;2;1238;2023
12;60384;Rua Alfredo Dolabela Portela;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;1;55;2023
13;61044;Rua da Gambôa;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;13;45811;2023
14;61960;Rua Costa Ferreira;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;1;585;2023
15;62364;Avenida Rodrigues Alves;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;2;3228;2023
16;62711;Rua Senador Pompeu;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;1;377;2023
17;63040;Rua Visconde da Gávea;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;3;246;2023
18;63206;Rua Barão da Gambôa;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;3;19699;2023
19;63362;Rua Conselheiro Zacarias;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;1;107;2023
20;63438;Beco das Escadinhas do Livramento;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;3;719;2023
21;63511;Rua Pedro Ernesto;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;1;138;2023
22;63586;Rua João Alvares;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;3;1285;2023
23;63669;Rua do Livramento;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;10;4015;2023
24;63701;Ladeira Morro da Saúde;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;3;873;2023
25;63818;Rua Rivadávia Corrêa;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;1;86632;2023
26;63867;Rua Sacadura Cabral;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;3;343;2023
27;63966;Avenida Venezuela;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;2;10700;2023
28;66639;Ladeira Barroso;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;13;4874;2023
29;66829;Rua Bento Teixeira;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;27;5605;2023
30;69245;Rua Cunha Barbosa;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;4;7220;2023
31;71241;Ladeira do Faria;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;5;1326;2023
32;75432;Ladeira do Livramento;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;2;342;2023
33;77933;Rua Noêmia;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;1;0;2023
34;80192;Rua Rego Barros;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;1;4788;2023
35;89821;Rua Coronel Audomaro Costa;1;1.1;Centro;1;PORTUARIA               ;2;Gamboa                    ;T;1;42;2023
36;60079;Rua General Luis Mendes de Morais;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;19607;2023
37;60095;Rua da América;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;6;1164;2023
38;60228;Rua Barão de Angra;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;96;2023
39;60525;Rua Carmo Neto;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;2;235;2023
40;60608;Rua Comandante Maurity;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;65;2023
41;60624;Rua Comendador Leonardo;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;2;459;2023
42;60699;Rua Cordeiro da Graça;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;2557;2023
43;60855;Rua Equador;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;1070;2023
44;60913;Rua Farnese;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;3;728;2023
45;61390;Avenida Cidade de Lima;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;4;4698;2023
46;61531;Praça Marechal Hermes;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;19986;2023
47;61580;Rua Marquês de Sapucaí;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;2;32;2023
48;61796;Rua Moreira Pinto;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;357;2023
49;61820;Rua Nabuco de Freitas;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;3;1358;2023
50;62059;Rua Pedro Alves;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;9;12212;2023
51;62364;Avenida Rodrigues Alves;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;3;29319;2023
52;62414;Rua Saldanha Marinho;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;118;2023
53;62547;Rua Santo Cristo;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;6;5759;2023
54;63305;Rua Cardoso Marinho;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;2727;2023
55;65649;Rua Araújo Viana;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;364;2023
56;65904;Rua Atilia;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;2;1150;2023
57;67165;Travessa Brito Teixeira;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;467;2023
58;67561;Rua Capiberibe;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;107;2023
59;67645;Rua Capitão Sena;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;3;427;2023
60;67801;Rua Carlos Gomes;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;4;3115;2023
61;70516;Rua Ebroino Uruguai;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;4;9038;2023
62;70920;Beco Escadinhas do Oliveira;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;67;2023
63;73114;Rua Guapi;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;2;454;2023
64;74369;Rua João Cardoso;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;2;575;2023
65;76513;Rua Mariano Procópio;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;638;2023
66;77446;Rua Monte Alverne;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;2;314;2023
67;78253;Rua Orestes;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;2;108;2023
68;79376;Rua do Pinto;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;3;2049;2023
69;80192;Rua Rego Barros;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;76;2023
70;81356;Rua Sara;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;3;20849;2023
71;81687;Travessa Silva Baião;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;118;2023
72;474270;Rua D1 - PAL 48193;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;6;21081;2023
73;474288;Rua D3 - PAL 48193;1;1.1;Centro;1;PORTUARIA               ;3;Santo Cristo              ;T;1;2207;2023
74;3483;Rua Vereador Odilon Braga;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;2;16905;2023
75;63313;Rua Carlos Seidl;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;15;82798;2023
76;63339;Rua Circular Quinta do Caju;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;117;10951;2023
77;63487;Rua General Gurjão;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;6;6784;2023
78;63495;Rua General Sampaio;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;483;2023
79;63875;Rua Monsenhor Manoel Gomes;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;5;680692;2023
80;129254;Rua Peter Lund;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;6786;2023
81;212811;Rua Cesar Magalhães;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;34;2844;2023
82;212829;Rua Cais da Quinta do Caju;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;10;1400;2023
83;212837;Rua João Caruso;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;4;237;2023
84;212845;Beco Otavio Simas;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;6;382;2023
85;212852;Travessa Analia Verissimo Pimenta;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;20;1287;2023
86;212860;Beco Armando Sanches Henriques;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;3;251;2023
87;212878;Travessa Maria Jeronimo da Luz;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;4;223;2023
88;212886;Travessa Esperança Parziale;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;16;1035;2023
89;212910;Travessa José Azevedo Paiva;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;36;2023
90;212936;Travessa Pescador Mario Pedroza;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;18;1263;2023
91;212944;Travessa Joaquim Pedrosa;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;4;164;2023
92;212969;Travessa Neyde Machado Manhaes;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;14;797;2023
93;212977;Travessa Ermelinda Augusta;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;15;925;2023
94;212985;Travessa Jose Pinheiro;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;11;1197;2023
95;212993;Travessa Arnaldo da Costa;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;6;492;2023
96;213009;Beco Alvaro Paco;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;7;267;2023
97;213033;Travessa Barbara Maria Borges;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;21;1594;2023
98;213041;Travessa Francisco Neves de Almeida;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;2;97;2023
99;213058;Travessa Jose Bandeira de Melo;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;4;429;2023
100;213074;Travessa Jose Siqueira Marques;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;17;1142;2023
101;213082;Travessa Pompeu Paiva;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;15;817;2023
102;213108;Travessa Silverio Tome;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;10;561;2023
103;213116;Travessa Aurora Mello da Costa;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;25;1324;2023
104;213124;Travessa Celso Parracho;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;7;615;2023
105;213132;Travessa Joaquim Botas;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;4;535;2023
106;213140;Travessa Orozimbo Alves de Oliveira;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;52;2023
107;213173;Beco Arlindo Antonio da Silva;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;5;243;2023
108;213181;Beco Laura Souza Marques;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;7;351;2023
109;213215;Beco Antonio Faria Salgado;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;23;1374;2023
110;213223;Travessa Brasilina Gomes;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;28;2080;2023
111;213231;Travessa Juvenil Marins;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;6;287;2023
112;213249;Travessa Miguel de Almeida;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;2;80;2023
113;213256;Travessa Maurício Rocha;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;23;1465;2023
114;213272;Largo União da Quinta do Caju;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;4;135;2023
115;213280;Praça Thomaz Fernandes Pinheiro;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;60;2023
116;213942;Rua Social da Quinta do Caju;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;44;3231;2023
117;213959;Beco Melletino de Brito;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;11;844;2023
118;213983;Beco Isabel de Almeida Fonseca;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;90;2023
119;213991;Beco Francelina Borges da Costa;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;30;2023
120;214007;Beco Olga Cucco Pinheiro;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;2;115;2023
121;214015;Beco Thereza Ramiro de Almeida;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;63;2023
122;214031;Beco Roberto de Andrade;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;2;255;2023
123;214056;Beco Domingos Costa Filho;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;3;143;2023
124;214064;Beco Laurentina Motta Scott;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;37;2023
125;214072;Beco Octacilo Scott;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;69;2023
126;214080;Travessa Lair da Silva Moreno;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;3;114;2023
127;214098;Beco Elza Diniz da Silva Guimaraes;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;4;230;2023
128;214106;Beco Olivia Sanches Henriques;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;2;78;2023
129;214114;Beco Maria da Luz Leal;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;3;119;2023
130;214122;Beco Manoel Moreira da Silva;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;40;2023
131;214148;Beco Jaime Lourenco da Fonseca;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;39;2023
132;214353;Travessa Jose Torres Medina;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;2;83;2023
133;225334;Rua Carlos Seixas;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;5;220590;2023
134;271288;Rua Boas Vindas;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;1;30241;2023
135;479279;Avenida Prefeito Julio de Moraes Coutinho;1;1.1;Centro;1;PORTUARIA               ;4;Caju                      ;T;4;138334;2023
136;60053;Rua da Alfândega;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;260;2023
137;60178;Rua dos Arcos;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;3;14105;2023
138;60236;Rua Barão de São Felix;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;18;3871;2023
139;60277;Avenida Beira Mar;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;357;2023
140;60327;Rua Bento Ribeiro;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;12;2065;2023
141;60368;Beco Bragança;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;78;2023
142;60376;Rua Buenos Aires;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;165;2023
143;60426;Rua Candelária;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;257;2023
144;60442;Rua da Carioca;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;658;2023
145;60475;Rua Carlos de Carvalho;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;140;2023
146;60681;Rua da Constituição;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;6;5406;2023
147;60731;Rua Alexandre Mackenzie;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;5;1442;2023
148;60764;Rua Armando de Sales Oliveira;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;141;2023
149;61028;Rua Frei Caneca;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;3;823;2023
150;61051;Rua General Caldwell;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;748;2023
151;61069;Avenida Presidente Vargas;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;12;7454;2023
152;61127;Avenida Gomes Freire;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;220;2023
153;61200;Avenida Henrique Valadares;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;249;2023
154;61267;Rua dos Inválidos;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;1084;2023
155;61333;Rua da Lapa;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;6;1073;2023
156;61366;Rua Lavradio;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;4;1372;2023
157;61374;Rua Leandro Martins;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;130;2023
158;61499;Rua Manuel de Carvalho;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;196;2023
159;61523;Avenida Marechal Floriano;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;6;5740;2023
160;61564;Rua Marquês de Pombal;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;3;653;2023
161;61630;Avenida Mem de Sá;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;8;1361;2023
162;61788;Rua Morais e Vale;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;4;322;2023
163;61853;Avenida Nilo Peçanha;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;2517;2023
164;61887;Rua Julia Lopes de Almeida;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;144;2023
165;61994;Avenida Passos;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;6;5417;2023
166;62026;Rua Washington Luis;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;3;951;2023
167;62075;Rua Pedro Primeiro;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;5;1342;2023
168;62182;Rua Primeiro de Março;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;185;2023
169;62240;Rua da Quitanda;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;1610;2023
170;62273;Rua Regente Feijó;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;115;2023
171;62281;Rua da Relação;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;452;2023
172;62299;Praça da República;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;3;3242;2023
173;62323;Rua do Rezende;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;3;417;2023
174;62331;Rua Riachuelo;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;4;2096;2023
175;62398;Rua do Rosário;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;88;2023
176;62430;Rua Santana;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;236;2023
177;62455;Rua Santa Luzia;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;3;4516;2023
178;62620;Travessa São Domingos;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;7;496;2023
179;62679;Rua do Senado;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;4;798;2023
180;62711;Rua Senador Pompeu;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;14;5298;2023
181;62786;Rua Silva Jardim;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;1333;2023
182;62851;Rua Teófilo Otoni;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;734;2023
183;62885;Avenida Tomé de Sousa;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;221;2023
184;62901;Praça Tiradentes;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;208;2023
185;62943;Avenida Treze de Maio;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;266;2023
186;62950;Rua Ubaldino do Amaral;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;148;2023
187;63057;Rua Visconde de Inhaúma;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;3;1646;2023
188;63081;Rua Visconde de Maranguape;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;152;2023
189;68668;Rua Conde de Lages;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;195;2023
190;82370;Rua Taylor;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;1000;2023
191;82636;Rua Teotônio Regadas;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;224;2023
192;87627;sem nome - CL 087627;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;780;2023
193;89805;Praça Senador Salgado Filho;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;24419;2023
194;95299;Rua Irineu Marinho;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;980;2023
195;103218;Avenida República do Chile;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;2070;2023
196;141796;Avenida República do Paraguai;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;2;9693;2023
197;216655;Rua Projetada - PAA 11829;1;1.1;Centro;2;CENTRO                  ;5;Centro                    ;T;1;644;2023
198;67942;Rua Carolina Reydner;1;1.1;Centro;3;RIO COMPRIDO            ;6;Catumbi                   ;T;23;1871;2023
199;68890;Rua Coqueiros;1;1.1;Centro;3;RIO COMPRIDO            ;6;Catumbi                   ;T;1;565;2023
200;70128;Rua Doutor Agra;1;1.1;Centro;3;RIO COMPRIDO            ;6;Catumbi                   ;T;1;121;2023
201;73023;Rua Greenalgh;1;1.1;Centro;3;RIO COMPRIDO            ;6;Catumbi                   ;T;2;220;2023
202;74005;Rua Itapiru;1;1.1;Centro;3;RIO COMPRIDO            ;6;Catumbi                   ;T;27;57217;2023
203;77800;Rua Navarro;1;1.1;Centro;3;RIO COMPRIDO            ;6;Catumbi                   ;T;1;3547;2023
204;62034;Avenida Paulo de Frontin;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;7;2038;2023
205;64998;Rua Ambire Cavalcanti;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;12;7073;2023
206;65722;Rua Aristides Lobo;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;3;339;2023
207;66001;Rua Aureliano Portugal;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;3;35320;2023
208;66100;Rua Azevedo Lima;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;8;4813;2023
209;66415;Rua Barão de Petrópolis;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;95;49963;2023
210;66423;Rua Gumercindo Bessa;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;17;5075;2023
211;66464;Rua Barão de Sertório;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;307;2023
212;66480;Rua Barão de Ubá;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;359;2023
213;66928;Rua do Bispo;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;2;2550;2023
214;67405;Rua Campos da Paz;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;57680;2023
215;67462;Rua Candido de Oliveira;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;46;26433;2023
216;67470;Escada Candido de Oliveira;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;2;9386;2023
217;68155;Rua Caturama;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;369;2023
218;69096;Rua Costa Ferraz;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;176;2023
219;71043;Rua Estrela;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;2;1152;2023
220;73197;Rua Guaicurus;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;3;1426;2023
221;73353;Rua Haddock Lobo;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;303;2023
222;78816;Rua Paula Ramos;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;2;816;2023
223;80721;Rua Santa Alexandrina;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;23;30377;2023
224;82123;Ladeira Souza Doca;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;276;2023
225;82222;Estrada do Sumaré;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;3;27091;2023
226;86678;Rua  G PLT  14 35 601 ;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;4;1382;2023
227;87429;Rua Tenente Vieira Sampaio;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;604;2023
228;88294;Rua Jaqueira;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;8;1804;2023
229;95794;Rua Infante Sagres;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;27;95722;2023
230;149757;Rua Augusta Sá;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;4;24486;2023
231;202911;Rua Flor de Maio;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;154;2023
232;202929;Rua Lírio Branco;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;20;2936;2023
233;202937;Rua Flor de Outubro;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;1;162;2023
234;202945;Rua Brinco de Princesa;1;1.1;Centro;3;RIO COMPRIDO            ;7;Rio Comprido              ;T;2;244;2023
